study,subject,Age,Sex,Averagefrequencyviolence,Gameplayed,VorNV,Score,Selfscore,Kinsey,Relationshipstatus,lengthofrelationship,ageofpartner,MV1Total,MV2Average,SGAAverage,HostilityTotal,SOIRTOTAL,Removedata,Rank,TotalSTScore,TotalLTScore
Face_choice,954672126,34,Male,12,deanimator.html,V,14,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,21,3.954545455,6.333333333,1,61,No,,0,2
Face_choice,958353260,43,Male,26.8,perfectbalance.html,NV,934,1,1,Single,Under one year,Younger,25,5.727272727,5,1,78,No,,3,5
Face_choice,960266724,45,Male,12.6,gunblood.html,V,54,3,1,Single, , ,9,2.909090909,1.666666667,1,43,No,,2,1
Face_choice,960308713,19,Male,22.33333333,perfectbalance.html,NV,6700,6,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,About the same age,22,4.818181818,5.333333333,2,23,No,,2,3
Face_choice,971466821,32,Male,23.2,perfectbalance.html,NV,2092,4,1,Single,2-5 years,A little older,15,2.909090909,5,1,39,No,,2,0
Face_choice,971842202,26,Male,15,perfectbalance.html,NV,4583,4,1,In an open relationship/casually dating, , ,21,4.727272727,4.333333333,1,48,No,,2,2
Face_choice,972178909,32,Male,20.6,moremindlessviolence.html,V,100,5,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Older,23,2.772727273,5,3,30,No,,4,1
Face_choice,973434763,33,Male,33.66666667,deanimator.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,27,5,5,5,68,No,,2,6
Face_choice,974321702,29,Male,12,moremindlessviolence.html,V,4,5,1,Single, , ,20,3.818181818,4.333333333,1,47,No,,0,0
Face_choice,981594445,35,Male,14.33333333,pongnop.html,NV,100,3,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,26,5.136363636,2,1,44,No,,0,1
Face_choice,985269543,24,Male,16.8,pongnop.html,NV,1747,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,16,4.363636364,4.333333333,1,54,No,,6,0
Face_choice,987708399,38,Male,49,deanimator.html,V,21,3,1,In an open relationship/casually dating,1-2 years,Younger,18,4.772727273,6.333333333,1,59,No,,2,2
Face_choice,992428227,29,Male,27.5,pongnop.html,NV,225,3,1,In an open relationship/casually dating,1-2 years,About the same age,18,4.727272727,3.666666667,1,48,No,,2,2
Face_choice,998376029,31,Male,35.66666667,gunblood.html,V,59,5,1,Single,Under one year,A little younger,24,4.454545455,4.666666667,1,52,No,,0,0
Rank_manipulation,11453145,31,Male,13,perfectbalance.html,NV,6452,6,2,Single,Under one year,Much younger,19,4.136363636,3,6,34,No,2,,
Rank_manipulation,21592859,26,Male,7.333333333,bubbleshooter.html,NV,3160,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,18,4.045454545,4,6,45,No,10,,
Rank_manipulation,74955258,23,Male,35.2,bubbleshooter.html,NV,890,3,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Older,20,3.636363636,2,6,56,No,1,,
Rank_manipulation,99984705,26,Male,22,pongnop.html,NV,1700,4,1,Single,,,16,3.818181818,4,12,47,No,8,,
Rank_manipulation,107681727,33,Male,42,bubbleshooter.html,NV,150,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,18,2.954545455,5,6,53,No,8,,
Rank_manipulation,113781969,27,Male,6,pongnop.html,NV,1180,2,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,24,3.954545455,4.333333333,7,60,No,5,,
Rank_manipulation,114298754,18,Male,29.2,gunblood.html,V,200,6,2,Single,,,16,4,2.333333333,6,33,No,1,,
Rank_manipulation,122592568,46,Male,12,bubbleshooter.html,NV,1000,5,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,23,3.818181818,1,6,26,No,7,,
Rank_manipulation,159093365,37,Male,4,moremindlessviolence.html,V,30,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,16,3.772727273,4.333333333,6,22,No,1,,
Rank_manipulation,167510761,25,Male,8.4,perfectbalance.html,NV,20,4,2,Single,Under one year,A little younger,18,3.136363636,3,13,37,No,6,,
Rank_manipulation,174528282,26,Male,6.5,pongnop.html,NV,1614,7,7,Single,,,24,5.090909091,6.333333333,6,43,No,3,,
Rank_manipulation,179715709,53,Male,5.666666667,gunblood.html,V,72,3,4,Single,,,8,2.181818182,6.333333333,28,79,No,10,,
Rank_manipulation,190953133,33,Male,22.4,bubbleshooter.html,NV,1070,4,1,Single,,,24,5.272727273,4.666666667,6,73,No,1,,
Rank_manipulation,203850787,29,Male,21,pongnop.html,NV,200,4,1,Single,,,20,3,5.666666667,6,33,No,6,,
Rank_manipulation,221823809,38,Male,17.66666667,pongnop.html,NV,668,1,1,Recently single/divorced/separated,11-20 years,About the same age,22,5.181818182,5,7,35,No,6,,
Rank_manipulation,227010698,27,Male,35.2,deanimator.html,V,30,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,28,4.045454545,5,6,20,No,8,,
Rank_manipulation,235891838,40,Male,27.4,pongnop.html,NV,1168,6,1,Single,Under one year,About the same age,19,3.909090909,4.333333333,9,54,No,3,,
Rank_manipulation,240525320,34,Male,5.666666667,gunblood.html,V,24,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,20,4.772727273,2.666666667,6,68,No,2,,
Rank_manipulation,252829209,22,Male,35,moremindlessviolence.html,V,29,6,4,In an open relationship/casually dating,2-5 years,A little younger,20,5.272727273,4.666666667,7,67,No,7,,
Rank_manipulation,265479422,27,Male,8,bubbleshooter.html,NV,12280,5,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,About the same age,25,4.545454545,1.666666667,7,42,No,1,,
Rank_manipulation,269505718,25,Male,13,bubbleshooter.html,NV,7000,6,4,Single,,,18,3.954545455,3.666666667,13,40,No,4,,
Rank_manipulation,269662395,48,Male,18.6,perfectbalance.html,NV,200,3,1,Single,1-2 years,About the same age,22,5,4.333333333,6,67,No,5,,
Rank_manipulation,273472967,31,Male,22.4,perfectbalance.html,NV,3288,4,1,Single,,,12,3.909090909,5.666666667,10,44,No,4,,
Rank_manipulation,281019489,34,Male,23.8,deanimator.html,V,51,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,22,4.590909091,4,6,56,No,9,,
Rank_manipulation,286032109,38,Male,22,pongnop.html,NV,1531,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,27,5.136363636,4.333333333,7,19,No,9,,
Rank_manipulation,289837469,27,Male,21.4,deanimator.html,V,12,4,1,Single,,,23,4.772727273,2.666666667,21,72,No,3,,
Rank_manipulation,294759478,27,Male,7.2,gunblood.html,V,100,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,18,4.863636364,1.666666667,6,41,No,7,,
Rank_manipulation,300826338,28,Male,18.2,pongnop.html,NV,248,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,17,4.272727273,5,6,37,No,7,,
Rank_manipulation,308949702,27,Male,13.5,bubbleshooter.html,NV,7710,4,1,Single,,,4,1.909090909,1,7,66,No,7,,
Rank_manipulation,346079543,27,Male,21.8,pongnop.html,NV,1650,4,3,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,17,3.5,3.666666667,6,36,No,4,,
Rank_manipulation,346788542,36,Male,28.6,gunblood.html,V,67,3,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,Younger,24,5,4.333333333,7,77,No,6,,
Rank_manipulation,349595915,33,Male,8.5,bubbleshooter.html,NV,3470,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,18,4.045454545,4,6,77,No,6,,
Rank_manipulation,349841078,39,Male,24,pongnop.html,NV,1250,4,1,Single,,,8,2.363636364,5,7,24,No,4,,
Rank_manipulation,385212144,28,Male,26.66666667,bubbleshooter.html,NV,13650,4,1,Single,,,8,2.818181818,2.666666667,12,53,No,6,,
Rank_manipulation,389010733,27,Male,23.2,perfectbalance.html,NV,4070,5,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,11,2.954545455,3,7,52,No,1,,
Rank_manipulation,398161218,34,Male,34.8,bubbleshooter.html,NV,8420,4,1,Single,,,18,3.636363636,3.333333333,6,28,No,3,,
Rank_manipulation,409054124,30,Male,2.2,perfectbalance.html,NV,2104,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,20,5.136363636,5,7,51,No,10,,
Rank_manipulation,411895905,26,Male,9.6,perfectbalance.html,NV,4300,4,1,Single,,,18,4.090909091,4.333333333,7,32,No,3,,
Rank_manipulation,416509712,42,Male,7,gunblood.html,V,35,4,2,Single,,,4,1.909090909,4.666666667,6,46,No,3,,
Rank_manipulation,421878896,35,Male,31,moremindlessviolence.html,V,1,4,1,Single,,,20,3.909090909,1,6,62,No,9,,
Rank_manipulation,431284053,42,Male,31.8,pongnop.html,NV,1273,7,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,23,3.681818182,1,7,24,No,2,,
Rank_manipulation,433495721,37,Male,18.33333333,bubbleshooter.html,NV,333,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Much younger,23,5.318181818,1,6,45,No,10,,
Rank_manipulation,436254242,41,Male,18.2,perfectbalance.html,NV,3091,3,1,Single,,,20,5.136363636,4.333333333,6,74,No,8,,
Rank_manipulation,436449880,42,Male,25,moremindlessviolence.html,V,2,2,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,20,5.136363636,3,8,21,No,6,,
Rank_manipulation,439160985,28,Male,18.2,moremindlessviolence.html,V,1,1,1,Single,Under one year,About the same age,21,4,4,7,46,Yes,7,,
Rank_manipulation,447360715,20,Male,5,pongnop.html,NV,2024,6,2,Single,,,20,3.818181818,3,6,29,No,1,,
Rank_manipulation,460317969,34,Male,0,moremindlessviolence.html,V,56520,2,1,Single,,,4,2.272727273,4,17,73,No,8,,
Rank_manipulation,462973816,28,Male,23.5,perfectbalance.html,NV,2090,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,18,4,4,6,35,No,9,,
Rank_manipulation,468068627,36,Male,20,pongnop.html,NV,1436,4,2,Single,,,6,2.045454545,3.333333333,8,57,No,5,,
Rank_manipulation,470037041,30,Male,10,moremindlessviolence.html,V,3,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,19,4.681818182,3,7,24,No,10,,
Rank_manipulation,496787950,40,Male,21,perfectbalance.html,NV,5444,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,21,4.318181818,5.333333333,6,25,No,10,,
Rank_manipulation,508491306,33,Male,28,bubbleshooter.html,NV,9000,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,22,3.863636364,1.666666667,7,44,No,1,,
Rank_manipulation,509377848,27,Male,19.4,moremindlessviolence.html,V,1,1,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,11,2.636363636,2,27,29,Yes,4,,
Rank_manipulation,510688147,30,Male,13,bubbleshooter.html,NV,3750,4,1,Single,,,12,3.363636364,1.666666667,7,30,No,8,,
Rank_manipulation,514808311,30,Male,6.666666667,pongnop.html,NV,50,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Younger,20,4.636363636,4,6,60,No,6,,
Rank_manipulation,553405144,33,Male,19.4,deanimator.html,V,106,7,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,23,4.363636364,4.333333333,6,52,Yes,10,,
Rank_manipulation,562229345,34,Male,22,moremindlessviolence.html,V,5,4,1,Single,,,12,4.227272727,4.333333333,6,32,No,7,,
Rank_manipulation,569153901,26,Male,30.2,perfectbalance.html,NV,5025,6,1,Single,,,10,2.590909091,5,15,25,No,1,,
Rank_manipulation,573565989,30,Male,31.5,perfectbalance.html,NV,3893,4,1,Single,,,11,2.681818182,2,12,39,No,7,,
Rank_manipulation,574276563,30,Male,18,bubbleshooter.html,NV,0,1,1,Single,,,5,2.181818182,1.666666667,7,28,Yes,1,,
Rank_manipulation,575203183,46,Male,12.5,perfectbalance.html,NV,997,5,1,Single,,,25,5.090909091,3,6,78,No,1,,
Rank_manipulation,576723642,43,Male,15.5,pongnop.html,NV,980,5,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,14,3.363636364,1,6,41,No,6,,
Rank_manipulation,578421964,44,Male,19,perfectbalance.html,NV,3390,4,1,Single,,,20,4.136363636,3.666666667,7,54,No,5,,
Rank_manipulation,580820772,28,Male,17.4,pongnop.html,NV,1100,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,22,3.909090909,6,6,32,No,2,,
Rank_manipulation,593444648,34,Male,0,moremindlessviolence.html,V,21,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,23,4.954545455,3,6,22,No,7,,
Rank_manipulation,596298214,31,Male,0,moremindlessviolence.html,V,2,3,1,Single,Under one year,About the same age,24,4.818181818,1,6,42,No,5,,
Rank_manipulation,598974787,24,Male,20.6,pongnop.html,NV,1870,6,2,Single,,,8,2.181818182,3.333333333,8,19,No,2,,
Rank_manipulation,614659333,33,Male,28,gunblood.html,V,96,4,1,Single,,,16,4,4,6,49,No,1,,
Rank_manipulation,650545228,28,Male,27,deanimator.html,V,27,4,2,Single,,,19,3.863636364,2.666666667,6,29,No,7,,
Rank_manipulation,651989229,26,Male,21.2,moremindlessviolence.html,V,32,3,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,20,3.727272727,4.333333333,12,36,Yes,10,,
Rank_manipulation,652349371,29,Male,19,bubbleshooter.html,NV,18027,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,24,5.181818182,7,6,69,No,8,,
Rank_manipulation,663421834,32,Male,15,deanimator.html,V,1,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,19,5.181818182,5,8,44,Yes,9,,
Rank_manipulation,663864547,26,Male,16.8,deanimator.html,V,47,4,1,Single,Under one year,A little younger,21,4.772727273,2.666666667,6,81,No,3,,
Rank_manipulation,671163001,51,Male,7,gunblood.html,V,0,1,1,Single,,,12,2.363636364,1.333333333,7,45,No,2,,
Rank_manipulation,679191304,24,Male,24,deanimator.html,V,25,6,1,Single,,,22,3.818181818,5,6,38,No,4,,
Rank_manipulation,683600333,38,Male,24.66666667,bubbleshooter.html,NV,4010,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,20,5.045454545,6,6,35,No,9,,
Rank_manipulation,686079817,29,Male,16.33333333,gunblood.html,V,11,3,1,Single,,,12,2.818181818,3,6,50,No,5,,
Rank_manipulation,687967922,18,Male,19.2,deanimator.html,V,58,5,1,Single,,,16,3.863636364,4,7,58,No,1,,
Rank_manipulation,692389622,42,Male,19,deanimator.html,V,50,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,24,3.954545455,1.333333333,6,50,No,8,,
Rank_manipulation,723310985,32,Male,9.333333333,bubbleshooter.html,NV,6230,4,1,Single,,,8,2.681818182,2.666666667,11,49,No,5,,
Rank_manipulation,726419709,25,Male,20,perfectbalance.html,NV,4381,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,19,4.090909091,4,6,58,No,1,,
Rank_manipulation,728264467,52,Male,0,deanimator.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little younger,13,3.454545455,1,7,19,No,5,,
Rank_manipulation,742842022,34,Male,6,perfectbalance.html,NV,0,1,1,Single,,,27,5.863636364,2.666666667,6,71,Yes,2,,
Rank_manipulation,746225121,25,Male,22.4,gunblood.html,V,58,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,28,6.318181818,4.666666667,6,43,No,3,,
Rank_manipulation,772390232,35,Male,19.25,gunblood.html,V,0,1,1,Single,,,18,3.181818182,2.333333333,6,54,No,2,,
Rank_manipulation,773742047,67,Male,9.333333333,bubbleshooter.html,NV,2180,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,24,4.454545455,1.666666667,7,55,No,2,,
Rank_manipulation,788293786,44,Male,11.2,gunblood.html,V,30,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,24,5.772727273,7,6,31,No,8,,
Rank_manipulation,788816501,50,Male,14,deanimator.html,V,7,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Younger,24,4.181818182,6.333333333,6,20,No,7,,
Rank_manipulation,799866924,56,Male,18,gunblood.html,V,28,2,1,Single,1-2 years,A little younger,20,3.818181818,5,6,40,No,7,,
Rank_manipulation,817068870,34,Male,23.8,perfectbalance.html,NV,5756,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,23,4.136363636,4.333333333,6,40,No,7,,
Rank_manipulation,819363295,60,Male,0,deanimator.html,V,6,2,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,20,4.545454545,4,6,33,Yes,3,,
Rank_manipulation,823965638,31,Male,22.5,deanimator.html,V,5,3,1,In an open relationship/casually dating,Under one year,A little older,18,3.954545455,5.333333333,7,58,No,6,,
Rank_manipulation,833940026,45,Male,30.33333333,perfectbalance.html,NV,1107,4,3,In an open relationship/casually dating,6-10 years,A little younger,22,5.181818182,5,6,69,No,8,,
Rank_manipulation,838919308,61,Male,7,deanimator.html,V,0,3,1,Single,,,20,4.590909091,2.333333333,6,43,No,2,,
Rank_manipulation,845629470,20,Male,0,gunblood.html,V,23,2,7,Single,2-5 years,About the same age,26,4.454545455,3,6,21,No,1,,
Rank_manipulation,846039412,32,Male,20,moremindlessviolence.html,V,500,5,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,20,5.136363636,5,6,50,No,1,,
Rank_manipulation,865972181,26,Male,21.5,gunblood.html,V,55,2,1,Single,,,21,4.181818182,5,6,27,No,7,,
Rank_manipulation,870907610,27,Male,24,pongnop.html,NV,1313,4,1,Single,Under one year,About the same age,18,3.5,2.333333333,11,36,No,4,,
Rank_manipulation,873463858,52,Male,1,pongnop.html,NV,1077,4,2,Single,,,20,3.909090909,4,8,58,No,2,,
Rank_manipulation,873527218,32,Male,30.6,gunblood.html,V,67,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,21,4.545454545,6,17,43,No,3,,
Rank_manipulation,877694537,31,Male,11.2,deanimator.html,V,49,4,1,Single,,,12,3.409090909,1.666666667,7,42,No,3,,
Rank_manipulation,885358358,26,Male,21.2,pongnop.html,NV,2014,5,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,21,4.454545455,2.666666667,7,42,No,8,,
Rank_manipulation,898078991,57,Male,11.5,pongnop.html,NV,534,3,1,In an open relationship/casually dating,1-2 years,About the same age,17,3.636363636,2.333333333,6,56,No,4,,
Rank_manipulation,904024255,46,Male,24,pongnop.html,NV,1020,3,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,19,3.818181818,3.333333333,7,57,No,7,,
Rank_manipulation,915947523,26,Male,22,gunblood.html,V,170,5,1,Single,,,8,2.090909091,4.666666667,6,52,No,9,,
Rank_manipulation,919663432,33,Male,27.2,deanimator.html,V,37,4,1,Single,Under one year,About the same age,20,4.5,1,6,70,No,9,,
Rank_manipulation,934990296,23,Male,25.25,moremindlessviolence.html,V,3,4,6,Single,,,19,3.090909091,3.333333333,10,72,No,1,,
Rank_manipulation,947562738,25,Male,15.6,pongnop.html,NV,600,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,16,2.818181818,3.666666667,7,33,No,6,,
Rank_manipulation,972873664,37,Male,13.33333333,perfectbalance.html,NV,1000,3,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,Younger,22,6,2.666666667,6,55,No,6,,
Rank_manipulation,974433972,43,Male,31.8,moremindlessviolence.html,V,24,3,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Younger,19,4.5,5,6,52,No,4,,
Rank_manipulation,976572210,34,Male,21.5,gunblood.html,V,52,4,1,Single,,,21,3.727272727,5,9,66,No,7,,
Rank_manipulation,979672544,22,Male,17.6,gunblood.html,V,0,4,1,Single,,,13,2.181818182,2,11,52,No,3,,
Rank_manipulation,984248856,42,Male,27,pongnop.html,NV,958,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Younger,26,5.272727273,3.333333333,7,72,No,9,,
Rank_manipulation,993281217,39,Male,15.2,pongnop.html,NV,542,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,25,5.045454545,1,6,55,No,4,,
Rank_manipulation,609589598,28,Male,31.4,perfectbalance,NV,5990,4,2,Single,Under one year,About the same age,20,4.681818182,5,8,34,Yes,2,,
Rank_manipulation,948827890,50,Male,7.6,bubbleshooter,NV,1178,4,1,Single,2-5 years,About the same age,25,5.409090909,4,6,22,No,1,,
Rank_manipulation,544201379,25,Male,19.8,perfectbalance,NV,34,7,1,Single,,,26,5.636363636,5.666666667,6,24,Yes,5,,
Rank_manipulation,938232760,22,Male,24.33333333,pongnop,NV,443,2,1,Single,Under one year,About the same age,16,3.636363636,3.666666667,14,48,No,10,,
Rank_manipulation,367290079,44,Male,0,perfectbalance,NV,100,3,1,Single,20+ years,A little older,20,4.909090909,5,13,48,Yes,3,,
Rank_manipulation,16813042,25,Male,7,pongnop,NV,65,4,1,Single,Under one year,Younger,14,3.590909091,5,7,45,Yes,6,,
Rank_manipulation,611217668,30,Male,12.2,gunblood,V,70,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,15,4.636363636,1.333333333,6,25,No,7,,
Rank_manipulation,679954470,19,Male,42,bubbleshooter,NV,1472,6,1,Single,,,22,5.090909091,5.333333333,8,50,No,8,,
Rank_manipulation,426945833,24,Male,18.5,deanimator,V,480,5,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,26,4.454545455,6,7,37,No,1,,
Rank_manipulation,683600333,38,Male,24.66666667,deanimator,V,4010,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,20,5.045454545,6,6,26,No,9,,
Rank_manipulation,870907610,27,Male,24,moremindlessviolence,V,1313,4,1,Single,Under one year,About the same age,18,3.5,2.333333333,11,27,No,4,,
Rank_manipulation,570492061,31,Male,10,gunblood,V,0,4,1,Single,,,23,4.818181818,3,7,37,Yes,10,,
Rank_manipulation,107681727,33,Male,42,bubbleshooter,NV,150,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,18,2.954545455,5,6,44,No,8,,
Rank_manipulation,409054124,30,Male,2.2,perfectbalance,NV,2104,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,20,5.136363636,5,7,42,No,10,,
Rank_manipulation,756796155,37,Male,13,deanimator,V,110,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,21,4.454545455,4,6,27,No,8,,
Rank_manipulation,695027134,39,Male,11,moremindlessviolence,V,10,2,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,26,4.545454545,6.333333333,6,61,No,6,,
Rank_manipulation,174528282,26,Male,6.5,gunblood,V,1614,7,7,Single,,,24,5.090909091,6.333333333,6,34,No,3,,
Rank_manipulation,625240527,26,Male,18.8,perfectbalance,NV,3227,4,1,Single,,,19,4.909090909,3.333333333,9,60,No,8,,
Rank_manipulation,687967922,18,Male,19.2,pongnop,NV,58,5,1,Single,,,16,3.863636364,4,7,49,No,1,,
Rank_manipulation,285530233,32,Male,20.66666667,deanimator,V,3220,3,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,25,5.363636364,6,6,62,No,10,,
Rank_manipulation,686079817,29,Male,16.33333333,bubbleshooter,NV,11,3,1,Single,,,12,2.818181818,3,6,41,No,5,,
Rank_manipulation,840468529,25,Male,19,deanimator,V,40,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,23,2.727272727,1.333333333,7,16,No,9,,
Rank_manipulation,11453145,31,Male,13,deanimator,V,6452,6,2,Single,Under one year,Much younger,19,4.136363636,3,6,25,No,2,,
Rank_manipulation,546624463,32,Male,19.66666667,perfectbalance,NV,22,4,1,In an open relationship/casually dating,1-2 years,A little younger,16,4.227272727,3.666666667,6,58,No,3,,
Rank_manipulation,418735679,21,Male,13.6,gunblood,V,38,3,2,Single,1-2 years,About the same age,17,3.818181818,5.333333333,8,32,No,10,,
Rank_manipulation,573565989,30,Male,31.5,bubbleshooter,NV,3893,4,1,Single,,,11,2.681818182,2,12,30,No,7,,
Rank_manipulation,727470407,21,Male,19.6,pongnop,NV,5550,4,2,Single,,,19,3.818181818,3,7,32,No,7,,
Rank_manipulation,496787950,40,Male,21,deanimator,V,5444,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,21,4.318181818,5.333333333,6,16,No,10,,
Rank_manipulation,606765046,54,Male,11.6,moremindlessviolence,V,12,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,18,3.772727273,1.666666667,7,25,Yes,4,,
Rank_manipulation,819943658,42,Male,14,gunblood,V,2,4,1,Single,,,18,4.272727273,3,6,60,No,2,,
Rank_manipulation,815564027,48,Male,0,pongnop,NV,2271,3,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little younger,22,4.636363636,2.666666667,7,24,No,4,,
Rank_manipulation,894343584,53,Male,6.5,bubbleshooter,NV,1277,4,1,Single,2-5 years,About the same age,17,3.181818182,2,6,63,No,10,,
Rank_manipulation,114298754,18,Male,29.2,perfectbalance,NV,200,6,2,Single,,,16,4,2.333333333,6,24,No,1,,
Rank_manipulation,346079543,27,Male,21.8,moremindlessviolence,V,1650,4,3,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,17,3.5,3.666666667,6,27,No,4,,
Rank_manipulation,416509712,42,Male,7,moremindlessviolence,V,35,4,2,Single,,,4,1.909090909,4.666666667,6,37,No,3,,
Rank_manipulation,650545228,28,Male,27,perfectbalance,NV,27,4,2,Single,,,19,3.863636364,2.666666667,6,20,No,7,,
Rank_manipulation,833940026,45,Male,30.33333333,gunblood,V,1107,4,3,In an open relationship/casually dating,6-10 years,A little younger,22,5.181818182,5,6,60,No,8,,
Rank_manipulation,439160985,28,Male,18.2,perfectbalance,NV,1,1,1,Single,Under one year,About the same age,21,4,4,7,43,Yes,7,,
Rank_manipulation,144494385,32,Male,25,deanimator,V,1,1,1,Single,,,8,2.590909091,2,10,19,No,4,,
Rank_manipulation,794217795,27,Male,24,deanimator,V,49,5,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,22,5.045454545,5,7,46,No,10,,
Rank_manipulation,196429126,36,Male,35,deanimator,V,1,2,1,Recently single/divorced/separated,11-20 years,A little younger,11,3.5,2.333333333,7,54,No,5,,
Rank_manipulation,433495721,37,Male,18.33333333,deanimator,V,333,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Much younger,23,5.318181818,1,6,36,No,10,,
Rank_manipulation,904024255,46,Male,24,perfectbalance,NV,1020,3,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,19,3.818181818,3.333333333,7,48,No,7,,
Rank_manipulation,126398747,34,Male,31.8,perfectbalance,NV,100,2,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,11,2.863636364,5.333333333,6,44,No,3,,
Rank_manipulation,448828969,43,Male,19,moremindlessviolence,V,0,1,7,Single,1-2 years,,17,3.636363636,3.666666667,8,62,Yes,10,,
Rank_manipulation,431284053,42,Male,31.8,gunblood,V,1273,7,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,23,3.681818182,1,7,15,No,2,,
